artikel_id;udbud_id;url;udd6;Titel;Educational_Category;displaydocclass;kaldenavn;hovedinst;hovedinsttx;instkommune;instkommunetx;instregion;instregiontx;afbrud_statusaar;afbrud_n;afbrud;afbrud_aggr;timetal_statusaar;timetal_OfSupervision;timetal_WithFewStudents;timetal_WithManyStudents;branche_statusaar;branche_n;branchepct1;branchepct2;branchepct3;branchepct4;branchetxt1;branchetxt2;branchetxt3;branchetxt4;offt_privat;ledighed_nyudd_statusaar;ledighed_nyudd_n;ledighed_nyudd;ledighed_nyudd_aggr;maanedloen_nyudd_statusaar;maanedloen_nyudd_n;maanedloen_nyudd;maanedloenp25_nyudd;maanedloenp75_nyudd;maanedloen_nyudd_aggr;ledighed_10aar_statusaar;ledighed_10aar_n;ledighed_10aar;ledighed_10aar_aggr;maanedloen_10aar_statusaar;maanedloen_10aar_n;maanedloen_10aar;maanedloenp25_10aar;maanedloenp75_10aar;maanedloen_10aar_aggr;studbesvarelser_antal;studbesvarelser_pct;fagligmiljo_statusaar;fagligmiljo_n;fagligmiljo_ntotal;fagligmiljo_likert;arbmedstud_statusaar;arbmedstud_n;arbmedstud_ntotal;arbmedstud_likert;medstuderende_n;medstuderende_ntotal;medstuderende_likert;medstuderende_statusaar;socialtmiljo_statusaar;socialtmiljo_n;socialtmiljo_ntotal;socialtmiljo_likert;tidsforbrug_p50;tidsforbrug_undv_pct;tidsforbrug_n;tidsforbrug_arbejde;tidsforbrug_arbejde_n;tidsforbrug_studjob_pct;udb_undervisning_statusaar;udbytte_undervisning_n;udbytte_undervisning_ntotal;udbytte_undervisning_likert;uddaktivitet_opgaver_pct;uddaktivitet_praktik_pct;uddaktivitet_statusaar;uddaktivitet_udlandsophold_pct;uddaktivitet_undervisning_pct;und_engagerede_statusaar;undervisere_engagerede_n;undervisere_engagerede_ntotal;undervisere_engagerede_likert;und_feedback_statusaar;undervisere_feedback_n;undervisere_feedback_ntotal;undervisere_feedback_likert;und_hjaelp_statusaar;undervisere_hjaelp_n;undervisere_hjaelp_ntotal;undervisere_hjaelp_likert;und_kontakt_statusaar;undervisere_kontakt_n;undervisere_kontakt_ntotal;undervisere_kontakt_likert;undervisningsform_statusaar;undervisningsform_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;ensom_statusaar;ensom_n;ensom_ntotal;ensom_likert;ensom_altid;ensom_ofte;ensom_nogle;ensom_sjaeldent;ensom_aldrig;stress_daglig_statusaar;stress_daglig_n;stress_daglig_ntotal;stress_daglig_likert;stress_daglig_altid;stress_daglig_ofte;stress_daglig_nogle;stress_daglig_sjaeldent;stress_daglig_aldrig;tilpas_statusaar;tilpas_n;tilpas_ntotal;tilpas_likert;dimbesvarelser_antal;dimbesvarelser_pct;foerstejob_statusaar;foerstejob_n;foerstejob1pct;foerstejob1tx;foerstejob2pct;foerstejob2tx;foerstejob3pct;foerstejob3tx;foerstejob4pct;foerstejob4tx;arbejdsform_statusaar;arbejdsform_n;arbejdsform_fastedagtimer_pct;arbejdsform_faste_aften_nat_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdstid_statusaar;arbejdstid_n;arbejdstid_timer;jobskabende_statusaar;jobskabende_n;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;kompetencerudd_statusaar;kompetencerudd_n;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;rel_over_udd_job_statusaar;relevans_overens_udd_job_n;relevans_overens_udd_job_ntotal;relevans_overens_udd_job_likert;ruster_til_job_statusaar;ruster_til_job_n;ruster_til_job_ntotal;ruster_til_job_likert;udlandet_statusaar;udlandet_n;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;hyppigsteid1;hyppigsteid2;hyppigsteid3;hyppigstepct1;hyppigstepct2;hyppigstepct3;hyppigstetx1;hyppigstetx2;hyppigstetx3;hyppigste_statusaar;hyppigste_n
udb2-sundfolkesundhedsvid;461416;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/sundhedsvidenskabeligebacheloruddannelser/folkesundhedsvidenskab;344161, 743761, 754961, 718661;Folkesundhedsvidenskab;Universitetsuddannelser;Bacheloruddannelse;;461437;Syddansk Universitet;461;Odense;1083;Syddanmark;202110-202409;102;20;;E2024F2025;5;129;114;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;44;47;202310-202312;39;39;4,13;202310-202312;41;41;3,98;41;41;4,07;202310-202312;202310-202312;39;39;4,08;29,5;52;32;10,0;25;75;202310-202312;41;41;4,02;11,11;8,33;E2024F2025;0,00;80,56;202310-202312;40;40;4,15;202310-202312;38;41;3,74;202310-202312;36;40;3,94;202310-202312;37;40;3,84;202310-202312;42;Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Øvelsestimer (herunder værksteds- og laboratoriearbejde);202310-202312;34;34;3,85;3,00;6,00;24,00;38,00;29,00;202310-202312;33;34;3,64;3,00;15,00;24,00;30,00;27,00;202310-202312;39;39;4,23;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;udb2-kasundfolkesundhedsvid:561411;udb2-kasundfolkesundhedsvid:461416;udb2-kasundfolkesundhedsvid:751431;45;15;15;Folkesundhedsvidenskab - Syddansk Universitet - Esbjerg;Folkesundhedsvidenskab - Syddansk Universitet - Odense;Folkesundhedsvidenskab - Aarhus Universitet - Aarhus;202110-202409;74
udb2-sundfolkesundhedsvid;751431;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/sundhedsvidenskabeligebacheloruddannelser/folkesundhedsvidenskab;344161, 743761, 754961, 718661;Folkesundhedsvidenskab;Universitetsuddannelser;Bacheloruddannelse;;751465;Aarhus Universitet;751;Aarhus;1082;Midtjylland;202110-202409;150;18;;E2024F2025;0;126;84;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;96;75;202310-202312;82;83;4,11;202310-202312;90;91;4,24;90;91;4,27;202310-202312;202310-202312;83;83;4,27;31,0;49;80;10,0;66;84;202310-202312;90;92;3,79;11,11;0,00;E2024F2025;0,00;88,89;202310-202312;84;84;4,25;202310-202312;86;89;3,59;202310-202312;81;84;3,91;202310-202312;78;84;3,88;202310-202312;95;Forelæsninger;Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);202310-202312;77;77;3,87;1,00;9,00;26,00;29,00;35,00;202310-202312;75;77;3,97;3,00;7,00;21,00;29,00;40,00;202310-202312;83;83;4,14;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;udb2-kasundfolkesundhedsvid:751431;udb2-kasundfolkesundhedsvid:101455;udb3-kasamfsundhedsinnovation:147406;89;5;4;Folkesundhedsvidenskab - Aarhus Universitet - Aarhus;Folkesundhedsvidenskab - Københavns Universitet - København;Business Administration and Innovation in Health Care - Copenhagen Business School - Handelshøjskolen - Frederiksberg;202110-202409;102
udb2-sundfolkesundhedsvid;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/sundhedsvidenskabeligebacheloruddannelser/folkesundhedsvidenskab;344161, 743761, 754961, 718661;Folkesundhedsvidenskab;Universitetsuddannelser;Bacheloruddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;447;17;;E2024F2025;5;115;96;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;229;56;202310-202312;192;193;4,12;202310-202312;212;213;4,15;212;213;4,26;202310-202312;202310-202312;193;193;4,16;31,0;49;177;10,0;145;86;202310-202312;214;216;3,89;11,11;2,78;E2024F2025;0,00;86,11;202310-202312;201;201;4,24;202310-202312;195;210;3,50;202310-202312;194;201;3,88;202310-202312;184;201;3,85;202310-202312;223;Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Øvelsestimer (herunder værksteds- og laboratoriearbejde);202310-202312;174;175;3,86;2,00;8,00;24,00;35,00;31,00;202310-202312;172;175;3,90;2,00;7,00;23,00;37,00;32,00;202310-202312;193;193;4,12;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;udb2-kasundfolkesundhedsvid:101455;udb2-kasundfolkesundhedsvid:751431;udb2-kasundfolkesundhedsvid:561411;46;33;10;Folkesundhedsvidenskab - Københavns Universitet - København;Folkesundhedsvidenskab - Aarhus Universitet - Aarhus;Folkesundhedsvidenskab - Syddansk Universitet - Esbjerg;202110-202409;315
udb2-sundhedsadministrativkoordinator;101522;www.ug.dk/uddannelser/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/sundhedsadministrativ-koordinator;509900;Sundhedsadministrativ koordinator;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;219417;Københavns Professionshøjskole;101;København;1084;Hovedstaden;202110-202409;222;23;;E2024F2025;5;0;227;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;63;36;202310-202312;48;52;4,04;202310-202312;56;56;3,86;56;56;4,13;202310-202312;202310-202312;47;52;3,66;37,0;62;44;10,0;17;89;202310-202312;57;57;3,58;10,00;30,00;E2024F2025;0,00;60,00;202310-202312;53;53;4,11;202310-202312;50;54;3,48;202310-202312;51;53;3,71;202310-202312;51;53;3,10;202310-202312;61;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Praktik (herunder klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed;Projektarbejde (både individuelt og i grupper);202310-202312;45;46;3,89;0,00;7,00;31,00;29,00;33,00;202310-202312;44;46;3,52;0,00;16,00;45,00;9,00;30,00;202310-202312;52;52;3,88;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-sundhedsadministrativkoordinator;265421;www.ug.dk/uddannelser/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/sundhedsadministrativ-koordinator;509900;Sundhedsadministrativ koordinator;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;340401;Professionshøjskolen Absalon;265;Roskilde;1085;Sjælland;202110-202409;64;27;;E2024F2025;12;248;0;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;41;75;202310-202312;38;38;4,03;202310-202312;40;40;3,70;40;40;3,68;202310-202312;202310-202312;36;38;3,86;41,0;64;36;9,0;16;94;202310-202312;40;40;3,73;10,00;30,00;E2024F2025;0,00;60,00;202310-202312;39;39;4,05;202310-202312;39;39;3,10;202310-202312;36;39;3,72;202310-202312;38;39;4,29;202310-202312;41;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Faglig vejledning fra din underviser;202310-202312;37;38;3,95;3,00;8,00;22,00;27,00;41,00;202310-202312;34;38;3,82;0,00;9,00;35,00;21,00;35,00;202310-202312;38;38;3,97;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-sundhedsadministrativkoordinator;370403;www.ug.dk/uddannelser/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/sundhedsadministrativ-koordinator;509900;Sundhedsadministrativ koordinator;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;340401;Professionshøjskolen Absalon;370;Næstved;1085;Sjælland;202110-202409;121;22;;E2024F2025;12;248;0;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;67;74;202310-202312;62;64;3,95;202310-202312;63;65;3,63;63;65;3,70;202310-202312;202310-202312;60;64;3,70;41,0;69;59;10,0;27;92;202310-202312;65;65;3,74;10,00;30,00;E2024F2025;0,00;60,00;202310-202312;65;65;4,18;202310-202312;65;65;3,62;202310-202312;64;65;3,80;202310-202312;65;65;4,05;202310-202312;67;Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);Praktik (herunder klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed;202310-202312;62;62;4,02;2,00;13,00;11,00;31,00;44,00;202310-202312;62;62;3,77;0,00;15,00;26,00;27,00;32,00;202310-202312;64;64;3,95;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-sundhedsadministrativkoordinator;515403;www.ug.dk/uddannelser/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/sundhedsadministrativ-koordinator;509900;Sundhedsadministrativ koordinator;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;561423;Professionshøjskolen UC Syddanmark;510;Haderslev;1083;Syddanmark;202110-202409;25;24;;Ingen data;;;;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;19;83;202310-202312;18;19;3,72;202310-202312;19;19;4,11;19;19;4,00;202310-202312;202310-202312;18;19;3,94;32,0;64;19;;;;202310-202312;19;19;3,53;;;Ingen data;;;202310-202312;18;19;3,61;202310-202312;17;19;3,29;202310-202312;18;19;3,56;202310-202312;18;19;3,28;202310-202312;19;Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);E-læring (eksempelvis fjernundervisning);Praktik (herunder klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed;202310-202312;18;18;4,44;0,00;6,00;11,00;17,00;67,00;202310-202312;17;18;4,29;0,00;6,00;18,00;18,00;59,00;202310-202312;19;19;3,89;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-sundhedsadministrativkoordinator;561406;www.ug.dk/uddannelser/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/sundhedsadministrativ-koordinator;509900;Sundhedsadministrativ koordinator;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;561423;Professionshøjskolen UC Syddanmark;561;Esbjerg;1083;Syddanmark;202110-202409;115;23;;E2024F2025;12;247;0;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;75;81;202310-202312;74;74;3,81;202310-202312;75;75;3,93;75;75;3,80;202310-202312;202310-202312;73;74;3,49;34,0;59;71;8,0;36;81;202310-202312;74;75;3,86;10,00;30,00;E2024F2025;0,00;60,00;202310-202312;74;74;4,19;202310-202312;67;74;3,48;202310-202312;73;74;3,79;202310-202312;69;74;3,93;202310-202312;75;Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);Praktik (herunder klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed;Projektarbejde (både individuelt og i grupper);202310-202312;70;71;4,20;1,00;1,00;20,00;30,00;47,00;202310-202312;70;71;4,01;0,00;10,00;16,00;37,00;37,00;202310-202312;73;74;4,03;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-sundhedsadministrativkoordinator;461453;www.ug.dk/uddannelser/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/sundhedsadministrativ-koordinator;509900;Sundhedsadministrativ koordinator;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;630401;UCL Erhvervsakademi og Professionshøjskole;461;Odense;1083;Syddanmark;202110-202409;123;16;;E2024F2025;24;160;114;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;50;49;202310-202312;42;44;3,98;202310-202312;47;47;4,11;47;47;3,85;202310-202312;202310-202312;41;44;3,78;34,0;68;37;14,5;18;89;202310-202312;46;47;3,43;10,00;30,00;E2024F2025;0,00;60,00;202310-202312;46;46;3,93;202310-202312;45;47;3,00;202310-202312;44;46;3,50;202310-202312;46;46;3,78;202310-202312;48;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Praktik (herunder klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed;Projektarbejde (både individuelt og i grupper);202310-202312;38;38;3,89;3,00;11,00;18,00;32,00;37,00;202310-202312;38;38;3,58;0,00;24,00;24,00;24,00;29,00;202310-202312;44;44;4,11;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-sundhedsadministrativkoordinator;461456;www.ug.dk/uddannelser/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/sundhedsadministrativ-koordinator;509900;Sundhedsadministrativ koordinator;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;630401;UCL Erhvervsakademi og Professionshøjskole;630;Vejle;1083;Syddanmark;202110-202409;30;23;;Ingen data;;;;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;19;66;202310-202312;18;18;3,89;202310-202312;18;18;3,94;18;18;4,17;202310-202312;202310-202312;18;18;3,72;30,0;62;16;;;;202310-202312;18;18;3,00;;;Ingen data;;;202310-202312;18;18;4,06;202310-202312;18;18;3,17;202310-202312;18;18;3,28;202310-202312;14;18;3,71;202310-202312;19;Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);Praktik (herunder klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed;Projektarbejde (både individuelt og i grupper);202310-202312;16;16;3,69;6,00;19,00;13,00;25,00;38,00;202310-202312;15;16;3,60;7,00;20,00;20,00;13,00;40,00;202310-202312;18;18;3,83;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-sundhedsadministrativkoordinator;280586;www.ug.dk/uddannelser/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/sundhedsadministrativ-koordinator;509900;Sundhedsadministrativ koordinator;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;791413;Professionshøjskolen VIA University College;751;Aarhus;1082;Midtjylland;202110-202409;203;20;;E2024F2025;9;175;43;202111-202311;15;60;27;7;7;Sundhed og socialvæsen;Handel;Information og kommunikation;Øvrige brancher;40;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;110;67;202310-202312;105;105;3,98;202310-202312;105;105;3,96;104;105;4,10;202310-202312;202310-202312;104;105;3,74;34,0;65;99;9,0;42;83;202310-202312;104;105;3,77;10,00;30,00;E2024F2025;0,00;60,00;202310-202312;105;105;4,32;202310-202312;102;105;3,36;202310-202312;104;105;3,80;202310-202312;102;105;4,07;202310-202312;106;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Forelæsninger;Praktik (herunder klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed;202310-202312;99;101;3,78;2,00;9,00;28,00;30,00;30,00;202310-202312;100;101;3,60;4,00;11,00;29,00;33,00;23,00;202310-202312;105;105;4,05;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-sundhedsadministrativkoordinator;791403;www.ug.dk/uddannelser/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/sundhedsadministrativ-koordinator;509900;Sundhedsadministrativ koordinator;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;791413;Professionshøjskolen VIA University College;791;Viborg;1082;Midtjylland;202110-202409;77;19;;E2024F2025;9;219;0;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;54;82;202310-202312;51;52;3,88;202310-202312;54;54;4,09;54;54;4,26;202310-202312;202310-202312;49;52;3,59;32,0;63;45;11,0;16;88;202310-202312;53;54;3,47;10,00;30,00;E2024F2025;0,00;60,00;202310-202312;54;54;4,13;202310-202312;53;54;3,60;202310-202312;51;54;3,71;202310-202312;54;54;4,06;202310-202312;54;Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);Forelæsninger;Praktik (herunder klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed;202310-202312;47;48;4,30;0,00;2,00;21,00;21,00;55,00;202310-202312;47;48;3,74;0,00;6,00;45,00;17,00;32,00;202310-202312;51;52;3,92;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-sundhedsadministrativkoordinator;851450;www.ug.dk/uddannelser/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/sundhedsadministrativ-koordinator;509900;Sundhedsadministrativ koordinator;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;851454;Professionshøjskolen University College Nordjylland;851;Aalborg;1081;Nordjylland;202110-202409;178;16;;E2024F2025;8;315;0;202111-202311;15;47;20;20;13;Sundhed og socialvæsen;Handel;Hoteller og restauranter;Øvrige brancher;53;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;111;72;202310-202312;100;102;4,04;202310-202312;106;106;3,92;105;106;3,90;202310-202312;202310-202312;99;102;3,85;37,0;70;87;10,5;32;82;202310-202312;106;106;3,83;10,00;30,00;E2024F2025;0,00;60,00;202310-202312;104;104;4,47;202310-202312;102;105;3,51;202310-202312;99;104;3,88;202310-202312;101;104;4,17;202310-202312;110;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Praktik (herunder klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed;Projektarbejde (både individuelt og i grupper);202310-202312;92;93;3,92;1,00;5,00;28,00;30,00;35,00;202310-202312;91;93;3,67;1,00;14,00;27,00;31,00;26,00;202310-202312;100;102;4,10;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-sundhedsadministrativkoordinator;999999;www.ug.dk/uddannelser/erhvervsakademiuddannelser/samfundsfagligeakademiuddannelser/sundhedsadministrativ-koordinator;509900;Sundhedsadministrativ koordinator;Erhvervsakademiuddannelser;Erhvervsakademiuddannelse;;999999;Uddannelsen på landsplan;;;;;202110-202409;1158;21;;E2024F2025;11;202;48;202111-202311;37;49;24;8;19;Sundhed og socialvæsen;Handel;Hoteller og restauranter;Øvrige brancher;49;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;609;64;202310-202312;556;568;3,95;202310-202312;583;585;3,92;581;585;3,95;202310-202312;202310-202312;545;568;3,72;37,0;65;513;10,0;216;86;202310-202312;582;586;3,68;10,00;30,00;E2024F2025;0,00;60,00;202310-202312;576;577;4,20;202310-202312;558;580;3,41;202310-202312;558;577;3,74;202310-202312;558;577;3,93;202310-202312;600;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Praktik (herunder klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed;Projektarbejde (både individuelt og i grupper);202310-202312;524;531;3,98;2,00;7,00;23,00;29,00;40,00;202310-202312;518;531;3,73;1,00;13,00;29,00;26,00;31,00;202310-202312;564;568;4,01;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-sundhumanbiology;101455;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/sundhedsvidenskabeligekandidatuddannelser/human-biology;717562;Human Biology;Universitetsuddannelser;Kandidatuddannelse;;101582;Københavns Universitet;101;København;1084;Hovedstaden;202110-202409;112;5;;E2024F2025;34;167;191;202111-202311;1830;38;19;19;24;Industri;Videnservice;Undervisning;Øvrige brancher;70;202104-202412;104;4;;202101-202312;55;37.100;35.600;42.200;;202104-202412;89;1;;202101-202312;51;52.000;46.500;63.700;;37;43;202310-202312;36;36;4,17;202310-202312;37;37;4,22;37;37;4,22;202310-202312;202310-202312;35;36;3,94;45,0;53;28;13,0;18;93;202310-202312;37;37;4,00;41,67;0,00;E2024F2025;0,00;58,33;202310-202312;36;36;4,14;202310-202312;34;36;3,62;202310-202312;35;36;3,31;202310-202312;35;36;3,91;202310-202312;37;Forelæsninger;Øvelsestimer (herunder værksteds- og laboratoriearbejde);Selvstudie (forberedelse, læsning, hjemmeopgaver);Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);202310-202312;30;30;3,53;0,00;10,00;40,00;37,00;13,00;202310-202312;30;30;3,07;10,00;17,00;37,00;30,00;7,00;202310-202312;35;36;3,86;37;43;202310-202312;36;33;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;33;Jeg søgte og blev ansat efter et stillingsopslag;11;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;11;Jeg søgte uopfordret;202310-202312;36;17;0;42;0;42;0;0;202310-202312;36;40;202310-202312;34;De kompetencer, jeg fik fra uddannelsen;Afsluttende opgave (projekt/speciale);Jeg har den uddannelse, som er en forudsætning for jobbet;Studiejob;Gode karakterer;202310-202312;34;Anvendelse af teori og metode inden for mit fagområde;Tilegnelse af ny viden;Min evne til at arbejde struktureret og overholde deadlines;Analytiske kompetencer;Praktiske færdigheder;202310-202312;35;35;3,94;202310-202312;35;35;4,14;202310-202312;36;3;86;11;;;;;;;;;;Ingen data;
